#[ Fluid pressure 3D plot data file: prs.dat ]
 7.37400e-03 -1.11995e-01  9.33126e-03
 1.22723e-02 -1.11537e-01  9.09166e-03
 1.71443e-02 -1.10855e-01  9.19262e-03
 2.19798e-02 -1.09951e-01  9.20446e-03
 2.67687e-02 -1.08827e-01  9.24732e-03
 2.49946e-03 -1.06791e-01  7.90938e-03
 7.49085e-03 -1.06504e-01  8.51540e-03
 1.24603e-02 -1.05957e-01  8.24014e-03
 1.73943e-02 -1.05152e-01  8.53012e-03
 2.22792e-02 -1.04089e-01  8.61332e-03
 2.71017e-02 -1.02773e-01  8.78257e-03
 2.54072e-03 -1.01354e-01  8.33290e-03
 7.61220e-03 -1.01016e-01  9.08928e-03
 1.26550e-02 -1.00382e-01  8.57020e-03
 1.76516e-02 -9.94515e-02  8.89364e-03
 2.25847e-02 -9.82294e-02  8.84485e-03
 2.74372e-02 -9.67195e-02  8.96827e-03
 2.58357e-03 -9.59181e-02  7.95994e-03
 7.73804e-03 -9.55317e-02  8.97069e-03
 1.28562e-02 -9.48095e-02  8.35339e-03
 1.79161e-02 -9.37548e-02  8.82642e-03
 2.28962e-02 -9.23719e-02  8.76682e-03
 2.77751e-02 -9.06670e-02  8.91803e-03
 2.62800e-03 -9.04836e-02  8.52482e-03
 7.86837e-03 -9.00500e-02  9.51318e-03
 1.30640e-02 -8.92412e-02  8.75896e-03
 1.81879e-02 -8.80613e-02  9.13122e-03
 2.32138e-02 -8.65167e-02  8.79675e-03
 2.81154e-02 -8.46152e-02  8.83088e-03
 2.67399e-03 -8.50504e-02  8.18636e-03
 8.00317e-03 -8.45714e-02  9.05864e-03
 1.32784e-02 -8.36765e-02  8.18313e-03
 1.84671e-02 -8.23712e-02  8.45300e-03
 2.35375e-02 -8.06635e-02  8.04156e-03
 2.84583e-02 -7.85641e-02  7.99558e-03
 2.72155e-03 -7.96185e-02  8.77499e-03
 8.14243e-03 -7.90961e-02  9.06083e-03
 1.34994e-02 -7.81157e-02  8.19797e-03
 1.87537e-02 -7.66844e-02  8.16906e-03
 2.38674e-02 -7.48125e-02  7.44516e-03
 2.88037e-02 -7.25137e-02  7.30779e-03
 2.77066e-03 -7.41880e-02  8.37160e-03
 8.28615e-03 -7.36240e-02  8.17398e-03
 1.37270e-02 -7.25587e-02  7.33207e-03
 1.90476e-02 -7.10008e-02  7.07242e-03
 2.42036e-02 -6.89636e-02  6.46246e-03
 2.91516e-02 -6.64640e-02  6.22174e-03
 2.82131e-03 -6.87588e-02  9.77693e-03
 8.43432e-03 -6.81554e-02  8.49022e-03
 1.39613e-02 -6.70056e-02  7.82975e-03
 1.93491e-02 -6.53207e-02  6.99460e-03
 2.45460e-02 -6.31167e-02  6.09581e-03
 2.95021e-02 -6.04150e-02  5.81208e-03
 2.87349e-03 -6.33311e-02  9.57808e-03
 8.58693e-03 -6.26901e-02  8.05077e-03
 1.42022e-02 -6.14566e-02  7.44371e-03
 1.96580e-02 -5.96439e-02  6.59112e-03
 2.48948e-02 -5.72719e-02  5.69677e-03
 2.98552e-02 -5.43666e-02  5.46489e-03
 2.92720e-03 -5.79048e-02  1.26342e-02
 8.74398e-03 -5.72284e-02  9.71323e-03
 1.44499e-02 -5.59116e-02  9.29358e-03
 1.99746e-02 -5.39705e-02  7.00113e-03
 2.52499e-02 -5.14291e-02  5.68882e-03
 3.02108e-02 -4.83188e-02  4.89992e-03
 2.98242e-03 -5.24799e-02  1.20365e-02
 8.90546e-03 -5.17703e-02  8.71870e-03
 1.47043e-02 -5.03707e-02  8.76693e-03
 2.02987e-02 -4.83004e-02  7.54718e-03
 2.56115e-02 -4.55882e-02  5.76347e-03
 3.05691e-02 -4.22715e-02  6.73339e-03
 3.62105e-02 -4.03946e-02  4.04487e-03
 3.59826e-02 -4.67171e-02  2.95959e-03
 3.57546e-02 -5.30396e-02  5.12363e-03
 3.55267e-02 -5.93621e-02  4.87354e-03
 3.52987e-02 -6.56846e-02  6.15846e-03
 3.50707e-02 -7.20071e-02  6.85550e-03
 3.48428e-02 -7.83296e-02  8.12340e-03
 3.46148e-02 -8.46521e-02  8.79569e-03
 3.43869e-02 -9.09746e-02  9.10899e-03
 3.41589e-02 -9.72971e-02  9.07840e-03
 3.39310e-02 -1.03620e-01  9.11852e-03
 3.25715e-02 -1.08703e-01  9.46653e-03
 4.27359e-02 -4.02461e-02  3.11844e-03
 4.27526e-02 -4.68905e-02  4.30925e-03
 4.27694e-02 -5.35349e-02  5.04697e-03
 4.27862e-02 -6.01793e-02  5.32719e-03
 4.28029e-02 -6.68237e-02  6.85496e-03
 4.28197e-02 -7.34681e-02  7.76215e-03
 4.28364e-02 -8.01124e-02  8.85153e-03
 4.28532e-02 -8.67568e-02  9.35832e-03
 4.28699e-02 -9.34012e-02  9.39932e-03
 4.28867e-02 -1.00046e-01  9.42056e-03
 4.17449e-02 -1.05468e-01  9.72615e-03
 4.92708e-02 -4.00910e-02  3.29776e-03
 4.95512e-02 -4.70442e-02  4.14067e-03
 4.98317e-02 -5.39974e-02  5.13617e-03
 5.01122e-02 -6.09505e-02  5.65258e-03
 5.03927e-02 -6.79037e-02  7.17956e-03
 5.06731e-02 -7.48568e-02  8.22075e-03
 5.09536e-02 -8.18100e-02  9.28329e-03
 5.12341e-02 -8.87631e-02  9.59976e-03
 5.15146e-02 -9.57163e-02  9.81252e-03
 5.06129e-02 -1.01466e-01  1.00977e-02
 5.58147e-02 -3.99288e-02  3.10933e-03
 5.63771e-02 -4.71764e-02  4.33042e-03
 5.69395e-02 -5.44239e-02  5.40218e-03
 5.75018e-02 -6.16715e-02  6.56378e-03
 5.80642e-02 -6.89191e-02  8.10547e-03
 5.86266e-02 -7.61666e-02  9.16159e-03
 5.91890e-02 -8.34142e-02  9.81268e-03
 5.97513e-02 -9.06618e-02  1.00660e-02
 5.91113e-02 -9.67234e-02  1.02188e-02
 6.23673e-02 -3.97588e-02  3.51565e-03
 6.32289e-02 -4.72853e-02  4.56771e-03
 6.40904e-02 -5.48117e-02  6.01846e-03
 6.49519e-02 -6.23382e-02  7.21533e-03
 6.58135e-02 -6.98647e-02  8.64894e-03
 6.66750e-02 -7.73911e-02  9.47985e-03
 6.75366e-02 -8.49176e-02  1.01525e-02
 6.71786e-02 -9.12750e-02  1.04621e-02
 6.89281e-02 -3.95805e-02  3.53658e-03
 7.01050e-02 -4.73692e-02  5.00801e-03
 7.12820e-02 -5.51580e-02  6.53045e-03
 7.24590e-02 -6.29467e-02  7.91169e-03
 7.36360e-02 -7.07355e-02  9.23614e-03
 7.48130e-02 -7.85242e-02  1.00444e-02
 7.47565e-02 -8.51596e-02  1.05028e-02
 7.54964e-02 -3.93933e-02  3.81978e-03
 7.70041e-02 -4.74267e-02  5.31816e-03
 7.85117e-02 -5.54601e-02  6.96180e-03
 8.00193e-02 -6.34934e-02  8.40180e-03
 8.15270e-02 -7.15268e-02  9.60049e-03
 8.17899e-02 -7.84212e-02  1.02875e-02
 8.20718e-02 -3.91969e-02  4.02205e-03
 8.39242e-02 -4.74562e-02  5.65269e-03
 8.57766e-02 -5.57156e-02  7.51226e-03
 8.76290e-02 -6.39750e-02  8.84924e-03
 8.82279e-02 -7.11080e-02  9.95130e-03
 8.86536e-02 -3.89906e-02  4.21408e-03
 9.08637e-02 -4.74565e-02  6.12761e-03
 9.30737e-02 -5.59224e-02  7.78232e-03
 9.40239e-02 -6.32726e-02  9.17751e-03
 9.52413e-02 -3.87743e-02  4.67949e-03
 9.78206e-02 -4.74263e-02  6.38314e-03
 9.91357e-02 -5.49712e-02  8.21486e-03
 1.01834e-01 -3.85474e-02  4.81001e-03
 1.03526e-01 -4.62635e-02  6.78706e-03
 1.07163e-01 -3.72121e-02  5.17291e-03
 1.07478e-01 -3.14796e-02  3.56985e-03
 1.08809e-01 -2.67494e-02  2.79108e-03
 1.09924e-01 -2.19630e-02  1.75259e-03
 1.10818e-01 -1.71304e-02  7.53656e-04
 1.11490e-01 -1.22618e-02 -2.65986e-04
 1.11939e-01 -7.36740e-03 -1.28401e-03
 1.12164e-01 -2.45752e-03 -2.28331e-03
 1.12164e-01  2.45752e-03 -3.25367e-03
 1.11939e-01  7.36740e-03 -4.19307e-03
 1.11490e-01  1.22618e-02 -5.07175e-03
 1.10818e-01  1.71304e-02 -5.92653e-03
 1.09924e-01  2.19630e-02 -6.66463e-03
 1.08809e-01  2.67494e-02 -7.46446e-03
 1.07478e-01  3.14796e-02 -7.90582e-03
 1.01186e-01 -3.17882e-02  3.24857e-03
 1.02724e-01 -2.70467e-02  2.29634e-03
 1.04012e-01 -2.22310e-02  1.29597e-03
 1.05047e-01 -1.73543e-02  2.87459e-04
 1.05825e-01 -1.24300e-02 -7.21297e-04
 1.06345e-01 -7.47169e-03 -1.72763e-03
 1.06606e-01 -2.49284e-03 -2.70832e-03
 1.06606e-01  2.49284e-03 -3.65288e-03
 1.06345e-01  7.47169e-03 -4.55462e-03
 1.05825e-01  1.24300e-02 -5.37944e-03
 1.05047e-01  1.73543e-02 -6.15658e-03
 1.04012e-01  2.22310e-02 -6.79679e-03
 1.02724e-01  2.70467e-02 -7.44071e-03
 1.01186e-01  3.17882e-02 -7.80732e-03
 9.48956e-02 -3.21001e-02  3.05481e-03
 9.66440e-02 -2.73523e-02  2.13566e-03
 9.81104e-02 -2.25097e-02  1.14093e-03
 9.92898e-02 -1.75890e-02  1.41099e-04
 1.00178e-01 -1.26073e-02 -8.55796e-04
 1.00772e-01 -7.58193e-03 -1.85080e-03
 1.01069e-01 -2.53024e-03 -2.82079e-03
 1.01069e-01  2.53024e-03 -3.75528e-03
 1.00772e-01  7.58193e-03 -4.64821e-03
 1.00178e-01  1.26073e-02 -5.47355e-03
 9.92898e-02  1.75890e-02 -6.24822e-03
 9.81104e-02  2.25097e-02 -6.92164e-03
 9.66440e-02  2.73523e-02 -7.55898e-03
 9.48956e-02  3.21001e-02 -8.02809e-03
 8.86078e-02 -3.24155e-02  2.71894e-03
 9.05712e-02 -2.76667e-02  1.79602e-03
 9.22203e-02 -2.27996e-02  8.08875e-04
 9.35483e-02 -1.78350e-02 -1.87883e-04
 9.45492e-02 -1.27941e-02 -1.18368e-03
 9.52189e-02 -7.69840e-03 -2.17529e-03
